entity,label,definition,variable,parent_label,parent_IRI,codebook_description,codebook_values,category
http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,,F7 FAC WASTE | F5 HOUSE FECES | F4A FAC WASTE,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,,,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,F5 AGE,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,,,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000661,BMI (kg/m2),,F5 BMI | F4B BMI | F4B OUT BMI | F7 BMI | F4B FIND BMI | F4B Last BMI | F4B REHYD BMI,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000662,BMI-for-age z-score,,F7 BMIZ | F4B Last BMIZ | F4B FIND BMIZ | F4B REHYD BMIZ | F4B BMIZ | F5 BMIZ | F4B OUT BMIZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000667,Deceased,,death,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,,,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000676,Father's residence,,dad live | F7 DAD LIVE | F4A DAD LIVE,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,B10: Household information. Where does the child's father live.,"1=Lives in household, 2=Abroad, 3=Died, 4=Lives outside of household, 5=Whereabouts unknown",Participant
http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000681,Usual hand washing,,F7 WASH USE | F4A WASH USE,Hygiene,http://purl.obolibrary.org/obo/EUPATH_0000686,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000700,Drinking water treatment method,,F7 TRT METHOD | F5 TRT METH | F4A TRT METHOD,Drinking water treatment,http://purl.obolibrary.org/obo/EUPATH_0010108,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000710,MUAC-for-age z-score,,F7 MUAC AGEZ | F5 MUAC AGEZ | F4B MUAC AGEZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000711,Stool mucus present,,F11 MUCUS,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0010038,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0000714,Persons sleeping in dwelling,,F7 PPL SLEEP | F4A PPL SLEEP,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000720,Caregiver relationship to participant,,F7 PRIMCARE | primcare | F7 PRIMCARE SPEC | F4A PRIMCARE,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,"A04: Eligibility information. Are you a primary caregiver of the child. If ""no"", ask if a primary caregiver is available. If not available, make an appointment for a return visit.","1=No, 2=Yes",Participant
http://purl.obolibrary.org/obo/EUPATH_0000722,Child waste disposal,,F5 CHILD FECES | F7 DISP FECES | F4A DISP FECES,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0000725,Participant ID for matched case,,F7 CASE ID | F6 CASE ID,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000726,Time to retrieve drinking water,,F7 TIME WATER | F4A TIME WATER,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000730,Water availability,,F7 WATER AVAIL | F4A WATER AVAIL,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,Household
http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,F7 WEIGHT | F4B FIND WEIGHT | F4B Last weight | F7 WT | F4B REHYD WT | F4B OUT WT | F4B REHYD WEIGHT | F4B FIND WT | F5 WT | F4B OUT WEIGHT | F5 WEIGHT | F4B WEIGHT,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000733,Weight-for-age z-score,,F4B REHYD WAZ | F4B WAZ | F4B OUT WAZ | F4B Last WAZ | F7 WAZ | F4B FIND WAZ | F5 WAZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0000734,Weight-for-length or -height z-score,,F4B REHYD WHZ | F4B FIND WHZ | F4B WHZ | F4B Last WHZ | F4B OUT WHZ | F5 WHZ | F7 WHZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,F4B DATE | F5 DATE | F7 DATE | F4A DATE,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010001,Antibiotic administration before stool collection,,,Stool sample collection process,http://purl.obolibrary.org/obo/EUPATH_0010039,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010002,Matched case,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010008,Current care expenses,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010009,Hospitalization or clinical visit expenses,,,Current care expenses,http://purl.obolibrary.org/obo/EUPATH_0010008,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010010,"Caregiver income lost, enrollment",,,Current care expenses,http://purl.obolibrary.org/obo/EUPATH_0010008,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010011,Money source for hospitalization or clinical visit expenses,,,Hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010009,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,,,Current care expenses,http://purl.obolibrary.org/obo/EUPATH_0010008,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,,,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010014,Hospital Center,,,Previous diarrheal care,http://purl.obolibrary.org/obo/EUPATH_0010013,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,,,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010038,Stool characteristics,,,Stool sample,http://purl.obolibrary.org/obo/OBI_0002503,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010039,Stool sample collection process,,,Sample collection,http://purl.obolibrary.org/obo/OBI_0000659,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010040,Antibiotic administered before stool collection,,,Antibiotic administration before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010001,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010042,"Enrollment date, matched case",,F6 CASE ENROLL,Matched case,http://purl.obolibrary.org/obo/EUPATH_0010002,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010047,Study center,,CENTER,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010049,Case ID,,CASEID,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010050,All forms complete,,C All,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010051,All lab forms complete,,C LabFrm,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010052,All forms complete for all Good Pair members,,P All,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010053,All lab forms complete for all Good Pair members,,P LabFrm,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010055,Lab form status,,LAB PAIR,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010061,60 day follow-up conducted,,F5 STATUS,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010062,Reason follow-up interview not conducted,,F5 NOT CONDUCT,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010064,"Interviewee relationship to participant, 60 day follow-up",,F5 RELATION,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010066,Health at 60 day follow-up visit,,F5 CHILD HEALTH,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010067,Place of death,,F5 PLACE DEATH,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,,F5 DIED FACILITY,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010069,Health facility name,,F5 FACILITY SPEC,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010070,Caregiver plus participant weight (kg),,F4B FIND WT CHILD | F4B REHYD WT CHILD | F4B OUT WT CHILD | F5 WT CHILD | F7 WT CHILD,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010071,Caregiver weight (kg),,F5 WT CARE | F7 WT CARE | F4B FIND WT CARE | F4B REHYD WT CARE | F4B OUT WT CARE,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),,F7 HT1 | F5 HT1,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010076,"Height (cm), 2nd",,F7 HT2 | F5 HT2,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010077,"Height (cm), 3rd",,F7 HT3 | F5 HT3,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010078,Mean height (cm),,F5 HEIGHT | F4B HEIGHT | F7 HEIGHT,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010079,Median height (cm),,F4B HEIGHT MEDIAN | F7 HEIGHT MEDIAN | F5 HEIGHT MEDIAN,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010082,"Length- or height-for-age z-score, using median length or height",,F7 MED HAZ | F4B MED HAZ | F5 MED HAZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010083,"Weight-for-length or -height z-score, using median length or height",,F4B FIND MED WHZ | F4B REHYD MED WHZ | F5 MED WHZ | F4B MED WHZ | F4B Last med WHZ | F4B OUT MED WHZ | F7 MED WHZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010084,MUAC (cm),,F7 MUAC1 | F5 MUAC1,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010085,"MUAC (cm), 2nd",,F7 MUAC2 | F5 MUAC2,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010086,"MUAC (cm), 3rd",,F7 MUAC3 | F5 MUAC3,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010087,Mean MUAC (cm),,F7 MUAC | F4B MUAC | F5 MUAC,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010088,Median MUAC (cm),,F4B MUAC MEDIAN | F7 MUAC MEDIAN | F5 MUAC MEDIAN,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010090,"MUAC-for-age z-score, using median MUAC",,F4B MED MUAC AGEZ | F7 MED MUAC AGEZ | F5 MED MUAC AGEZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010093,"BMI, using median length or height",,F5 MED BMI | F4B Last med BMI | F7 MED BMI | F4B REHYD MED BMI | F4B OUT MED BMI | F4B MED BMI | F4B FIND MED BMI,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010094,"BMI-for-age z-score, using median length or height",,F4B OUT MED BMIZ | F4B Last med BMIZ | F4B FIND MED BMIZ | F5 MED BMIZ | F4B MED BMIZ | F4B REHYD MED BMIZ | F7 MED BMIZ,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010095,Axillary temperature (C),,F4B TEMP | F5 TEMP | F7 TEMP,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010097,"Respiratory rate (breaths/min), 2nd",,F5 RESP2 | F4B RESP2 | F7 RESP2,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010098,Mean respiratory rate (breaths/min),,F4B RESP | F7 RESP | F5 RESP,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010099,Main drinking water source,,F7 MS WATER | F4A MS WATER | F5 MS WATER,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010101,Observed drinking water containers,,F5 MAIN CONT,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010102,Drinking water container,,F5 MAIN TYPE,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010104,Drinking water containers covered,,F5 MAIN CONTAINCOV,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010105,Pour (spigot or spout),,F5 WATER POUR,Drinking water retrieval method,http://purl.obolibrary.org/obo/EUPATH_0010399,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010106,Scoop with cup,,F5 WATER CUP,Drinking water retrieval method,http://purl.obolibrary.org/obo/EUPATH_0010399,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010107,Scoop with ladle,,F5 WATER LADLE,Drinking water retrieval method,http://purl.obolibrary.org/obo/EUPATH_0010399,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,,F5 TREAT WATER | F7 TRT WATER | F4A TRT WATER,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010111,Chlorine test result,,F5 CHLR WATER,Drinking water treatment,http://purl.obolibrary.org/obo/EUPATH_0010108,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010112,Hand washing location,,F5 WASH WHERE,Hygiene,http://purl.obolibrary.org/obo/EUPATH_0000686,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010115,Visible feces in defecation area,,F5 FECES VISIBLE,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010116,Visible feces elsewhere in house or yard,,F5 FECES ELSE,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010119,Control eligibility check date,,F6 DATE,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010120,"Age, matched case (months)",,F6 CASE AGE,Matched case,http://purl.obolibrary.org/obo/EUPATH_0010002,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010123,Interviewee relationship to participant,,F4A RELATIONSHIP | relation | F7 RELATION,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,B08: Household information. What is your relationship to the child.,"1=Mother, 10=Other relation by blood or marriage, 2=Father, 3=Sister, 4=Brother, 5=Grandmother, 6=Grandfather, 7=Aunt, 8=Uncle, 9=No relation",Participant
http://purl.obolibrary.org/obo/EUPATH_0010127,Mother's residence,,mom live | F7 MOM LIVE | F4A MOM LIVE,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,B09: Household information. Where does the child's mother live.,"1=Lives in household, 2=Abroad, 3=Died, 4=Lives outside of household, 5=Whereabouts unknown",Participant
http://purl.obolibrary.org/obo/EUPATH_0010129,Primary caregiver's education level,,prim schl | F4A PRIM SCHL | F7 PRIM SCHL,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,B11: Household information. How far did you (the primary caregiver) go in school.,"1=No formal schooling, 2=Less than primary, 3=Completed primary, 4=Post-secondary, 5=Completed secondary, 6=Religious education only, NA=NA",Participant
http://purl.obolibrary.org/obo/EUPATH_0010135,Water trips daily,,F7 TRIP DAY | F4A TRIP DAY,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010137,Water trips weekly,,F7 TRIP WEEK | F4A TRIP WEEK,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010141,Given stored water for drinking,,F7 STORE WATER | F4A STORE WATER,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010147,Preferred chlorine treatment brand,,F7 CHLORINE | F4A CHLORINE,Drinking water treatment,http://purl.obolibrary.org/obo/EUPATH_0010108,,,Household
http://purl.obolibrary.org/obo/EUPATH_0010151,Given untreated water,,F7 NOTRT WATER | F4A NOTRT WATER,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010153,Currently receiving medication,,F7 CUR MED,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010154,Prescription available for current medication,,F7 MED ONGOING,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0010155,1st choice hospital or health center,,seek ctr1 | F4A SEEK CTR1 | F7 SEEK CTR1,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,"E31.12: Health care utilization. | E31.12: Health care utilization. If you sought care, where did you go?","0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0010157,1st choice facility code,,F7 SEEK CTR1 CODE | F4A SEEK CTR1 CODE | seek ctr1 code,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,E31.12: Health care utilization.,"402, 404, 405, 407, 408, 409, 410, 411, 438, 439, 446,",Observation
http://purl.obolibrary.org/obo/EUPATH_0010159,1st choice facility SHC,,F4A SEEK CTR1 SHC | seek ctr1 shc | F7 SEEK CTR1 SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,E31.12: Health care utilization.,"0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0010161,2nd choice hospital or health center,,seek ctr2 | F4A SEEK CTR2 | F7 SEEK CTR2,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,E31.12: Health care utilization.,"0, 1",Observation
