"word","n"
"090",15
"20",15
"60",15
"adjusted",15
"antimalarial",15
"approx",15
"bfpa",15
"can",15
"cmv",15
"diagnosed",15
"died",15
"down",15
"dt",15
"e34",15
"eae",15
"g48",15
"made",15
"might",15
"mobile",15
"predominant",15
"q16",15
"q3",15
"reasons",15
"response",15
"roof",15
"site",15
"snawk18_adjust",15
"stain",15
"their",15
"unique",15
"values",15
"viruses",15
"whz",15
"worker",15
"5a",14
"8.3",14
"â",14
"aaic",14
"aata",14
"beverages",14
"breathing",14
"candida",14
"dysentery",14
"exclusive",14
"failure",14
"four",14
"hospitalized",14
"infant",14
"known",14
"log2",14
"minimum",14
"nets",14
"ors",14
"pneumoniae",14
"previously",14
"q1",14
"remedy",14
"removes",14
"schistosoma",14
"seeking",14
"shedding",14
"spent",14
"standards",14
"subject",14
"u",14
"ucf",14
"w",14
"25",13
"40",13
"abdominal",13
"absence",13
"acinetobacter",13
"admitted",13
"ago",13
"allele",13
"anemia",13
"animals",13
"binary",13
"caf",13
"categories",13
"chlorine",13
"cholerae",13
"coming",13
"completed",13
"electricity",13
"eligibility",13
"eyes",13
"formula",13
"indeterminate",13
"lab",13
"learn",13
"lived",13
"loss",13
"m",13
"measles",13
"nov",13
"order",13
"patient",13
"pcp",13
"piped",13
"previous",13
"q4",13
"regularly",13
"rota",13
"route",13
"staphylococcus",13
"television",13
"then",13
"transport",13
"tubes",13
"types",13
"1.1",12
"11",12
"13",12
"6a",12
"administered",12
"body",12
"brand",12
"buy",12
"cannot",12
"cmnts",12
"cotrimoxazole",12
"d",12
"d27",12
"diag",12
"difficult",12
"draw",12
"education",12
"engaged",12
"etec",12
"father",12
"h.inf",12
"heent",12
"histolytica",12
"hla",12
"igm",12
"interview",12
"log",12
"look",12
"never",12
"od",12
"open",12
"opinion",12
"organ",12
"partial",12
"protocol",12
"provided",12
"pv",12
"question",12
"rank",12
"refrigerator",12
"rsv",12
"s.pneu",12
"seroconversion",12
"subjects",12
"taken",12
"unknown",12
"walls",12
"05",11
"1.2",11
"7a",11
"alone",11
"another",11
"anti",11
"assay",11
"away",11
"back",11
"best",11
"c.pneu",11
"dehydrated",11
"detection",11
"done",11
"e30",11
"e32",11
"eaec",11
"egg",11
"fish",11
"gametocytes",11
"h2",11
"h54",11
"h55",11
"h56",11
"hb",11
"hbov",11
"headache",11
"hmpv",11
"homemade",11
"hour",11
"klebsiella",11
"land",11
"licenced",11
"like",11
"loc",11
"materials",11
"meals",11
"minutes",11
"mm",11
"modified",11
"must",11
"observe",11
"p",11
"pathogen",11
"percent",11
"performed",11
"pregnant",11
"resp",11
"s.aur",11
"second",11
"should",11
"tea",11
"them",11
"through",11
"vaccination",11
"vegetables",11
"ways",11
"1.3",10
"10.5",10
"1b",10
"2.1",10
"administration",10
"astrovirus",10
"baseline",10
"bednets",10
"bordatella",10
"bought",10
"breast",10
"but",10
"carbon",10
"cases",10
"ch4",10
"circumstances",10
"clinical",10
"co2",10
"consultation",10
"cor229",10
"cor43",10
"cor63",10
"corhku",10
"covered",10
"describe",10
"description",10
"dioxide",10
"e33",10
"erythromycin",10
"ev",10
"excreted",10
"falciparum",10
"family",10
"fu",10
"functioning",10
"furniture",10
"gender",10
"gonotrophic",10
"h",10
"having",10
"holes",10
"hydrogen",10
"includes",10
"including",10
"influenzae",10
"initial",10
"items",10
"kind",10
"legio",10
"licensed",10
"list",10
"lives",10
"m.pneu",10
"macrolides",10
"mansoni",10
"mdf",10
"moc",10
"muli",10
"needed",10
"normal",10
"occurrence",10
"para1",10
"para2",10
"para3",10
"para4",10
"pay",10
"penicillin",10
"phone",10
"pneumonia",10
"public",10
"purpose",10
"rhino",10
"rice",10
"saturation",10
"scale",10
"sites",10
"sp",10
"sufficient",10
"sunken",10
"table",10
"too",10
"toxin",10
"upper",10
"uses",10
"very",10
"vesikari",10
"visited",10
"vrf",10
"wall",10
"wash",10
"washed",10
"work",10
"x",10
"zone",10
"0.5",9
"010",9
"020",9
"030",9
"040",9
"050",9
"060",9
"2.833",9
"32.8",9
"4a",9
"5b",9
"5c",9
"5d",9
"acute",9
"ampicillin",9
"appetite",9
"assigned",9
"b17",9
"bicycle",9
"boat",9
"boxes",9
"break",9
"calculate",9
"campy",9
"car",9
"charges",9
"choices",9
"coding",9
"columns",9
"considered",9
"definition",9
"diagnostics",9
"dichotomized",9
"dzina",9
"ecp",9
"eligible",9
"else",9
"enough",9
"entamoeba",9
"free",9
"gas",9
"gentamycin",9
"gii",9
"grams",9
"handwashing",9
"hear",9
"hemocue",9
"households",9
"ill",9
"indicated",9
"indicates",9
"job",9
"liquid",9
"mark",9
"max",9
"message",9
"methane",9
"motorcycle",9
"mouth",9
"mucus",9
"nalidixic",9
"nana",9
"neuro",9
"noncontaminant",9
"odwala",9
"passed",9
"prompt",9
"qpcr",9
"rarely",9
"reach",9
"remedies",9
"rich",9
"river",9
"ruuska",9
"selexid",9
"simple",9
"slide",9
"snawk40",9
"swab",9
"tchulani",9
"thick",9
"third",9
"three",9
"unable",9
"version",9
"volume",9
"_clenhei",8
"_zbmi",8
"0,4,11,18",8
"06",8
"07",8
"1c",8
"2.2",8
"2.8",8
"23",8
"5th",8
"6b",8
"7d",8
"adult",8
"agricultural",8
"alere",8
"angati",8
"artesunate",8
"ascaris",8
"azithromycin",8
"being",8
"bloody",8
"chills",8
"ciprofloxacin",8
"cleaning",8
"cluster",8
"column",8
"concentration",8
"concrete",8
"conducted",8
"consent",8
"controls",8
"correction",8
"d1",8
"dd",8
"dengue",8
"discharge",8
"distance",8
"drinks",8
"eating",8
"energy",8
"factors",8
"fast",8
"feed",8
"field",8
"forhealth",8
"fortified",8
"full",8
"haematobium",8
"harm",8
"highest",8
"human",8
"igg",8
"illnessess",8
"improved",8
"intravenous",8
"iscx",8
"itns",8
"iv",8
"kk",8
"lactulose",8
"lethargy",8
"m1",8
"mannitol",8
"microscopy",8
"moderate",8
"mwezi",8
"natural",8
"near",8
"nearest",8
"occurred",8
"offered",8
"overnight",8
"protein",8
"pulmonary",8
"ref",8
"rehydrated",8
"renal",8
"sav",8
"scaled",8
"scheduled",8
"serious",8
"slab",8
"sleeps",8
"smaller",8
"spray",8
"squared",8
"stop",8
"swabs",8
"telephone",8
"thin",8
"tv",8
"units",8
"vivax",8
"we",8
"will",8
"wood",8
"08",7
"1.1.1",7
"1.4",7
"1e",7
"24hrs",7
"2a",7
"2d",7
"33",7
"37.5",7
"41",7
"48",7
"4b",7
"52",7
"6.3",7
"abbott",7
"äî",7
"asexual",7
"associated",7
"avf",7
"baby",7
"because",7
"bedtime",7
"blank",7
"br",7
"c18",7
"c19",7
"c23",7
"cervical",7
"chloramphenicol",7
"clock",7
"clostridium",7
"completely",7
"considering",7
"consistency",7
"continue",7
"cutting",7
"cx",7
"definitions",7
"derive",7
"descent",7
"difficulty",7
"due",7
"eaves",7
"edema",7
"eiec",7
"end",7
"epg",7
"etc",7
"f43",7
"far",7
"feces",7
"fetal",7
"fetch",7
"fluids",7
"flush",7
"fvf",7
"genogroup",7
"give",7
"hookworm",7
"hspctr1",7
"hspctr2",7
"hspctr3",7
"immunization",7
"income",7
"infants",7
"ingested",7
"insecticide",7
"iu",7
"kids",7
"lack",7
"liquids",7
"locality",7
"may",7
"measurement",7
"mid",7
"mob",7
"morning",7
"move",7
"ng",7
"ngati",7
"offer",7
"older",7
"optical",7
"pakistan",7
"pcv",7
"pef",7
"period",7
"personal",7
"prolapse",7
"q9",7
"repellant",7
"rupture",7
"same",7
"scale.log2",7
"seen",7
"sex",7
"sick",7
"single",7
"so",7
"special",7
"spp",7
"starting",7
"state",7
"stercoralis",7
"taking",7
"temp",7
"tetanus",7
"think",7
"thirsty",7
"trichuris",7
"truck",7
"typhi",7
"unimproved",7
"unlicenced",7
"vida",7
"vr",7
"wangothawu",7
"waste",7
"yellow",7
"younger",7
"yy",7
"zaka",7
"_whz",6
"1.14",6
"17",6
"1d",6
"2.4",6
"2.5",6
"32.9",6
"3a",6
"500",6
"59",6
"6.4",6
"6.6",6
"6c",6
"7b",6
"8.5",6
"afternoon",6
"airbricks",6
"ali",6
"alpha",6
"anachoka",6
"around",6
"assignment",6
"atypical",6
"aureus",6
"base",6
"beds",6
"birthday",6
"branhamella",6
"bwanji",6
"campaign",6
"card",6
"cart",6
"chair",6
"chest",6
"chikungunya",6
"committee",6
"consistently",6
"container",6
"could",6
"counted",6
"csf",6
"cyclospora",6
"daily",6
"dairy",6
"derm",6
"descrip",6
"difficile",6
"dispose",6
"diversity",6
"dtp",6
"e.g",6
"e38",6
"endpoint",6
"enterococcus",6
"escherichia",6
"ett",6
"event",6
"excluded",6
"f42.1",6
"f42.2",6
"f42.3",6
"f42.4",6
"f42.5",6
"f42.6",6
"f42.7",6
"f42.8",6
"f42.9",6
"film",6
"fruits",6
"funestus",6
"g51",6
"groups",6
"haemolytic",6
"hr",6
"infant's",6
"inside",6
"intake",6
"isospora",6
"jaundice",6
"keep",6
"kitchen",6
"living",6
"llin",6
"location",6
"lower",6
"masikito",6
"measures",6
"media",6
"metronidazole",6
"microbiology",6
"morexella",6
"mwa",6
"mwanu",6
"nose",6
"nthawi",6
"pa",6
"pains",6
"permission",6
"pertussis",6
"pit",6
"post",6
"pus",6
"q30",6
"q5",6
"q6",6
"quinine",6
"range",6
"reading",6
"recommended",6
"registration",6
"related",6
"rods",6
"runny",6
"sac",6
"scooter",6
"signs",6
"span",6
"spleen",6
"spring",6
"stec",6
"steps",6
"still",6
"stx1",6
"stx2",6
"such",6
"t",6
"tablet",6
"taenia",6
"tap",6
"tb",6
"tested",6
"therefore",6
"thupi",6
"top",6
"trichiura",6
"trips",6
"usual",6
"visible",6
"vitamin",6
"want",6
"watch",6
"waz",6
"works",6
"wrinkled",6
"yesterday",6
"1a",5
"2.3",5
"2.6",5
"2019",5
"28",5
"2y",5
"4.9",5
"4c",5
"7c",5
"99",5
"able",5
"acceptable",5
"acres",5
"additional",5
"agent",5
"agpval",5
"albicans",5
"amount",5
"amoxycillin",5
"ana",5
"analyses",5
"anatenthako",5
"anything",5
"appearance",5
"arithmetic",5
"axillary",5
"bottle",5
"breath",5
"cardio",5
"cat",5
"cause",5
"cca",5
"ceftriaxone",5
"cephalosporin",5
"chithandizo",5
"cholera",5
"citrobacter",5
"city",5
"cloacae",5
"coal",5
"comments",5
"commonly",5
"consciousness",5
"convulsions",5
"cpt",5
"dam",5
"dark",5
"decreased",5
"deep",5
"determine",5
"deviation",5
"dichotomous",5
"district",5
"dl",5
"dog",5
"doing",5
"dprev3",5
"dry",5
"dung",5
"duplex",5
"e41",5
"ear",5
"ended",5
"enrolment",5
"example",5
"experience",5
"fat",5
"fatigue",5
"fecal",5
"fed",5
"feeds",5
"felt",5
"filter",5
"followed",5
"forth",5
"gambiae",5
"gems",5
"genito",5
"grade",5
"green",5
"grouping",5
"here",5
"hinf",5
"imci",5
"interior",5
"irritable",5
"jejuni",5
"knowledge",5
"leafy",5
"lewis",5
"low",5
"lumbricoides",5
"lymph",5
"m'nyumba",5
"mal",5
"mankhwala",5
"mass",5
"meal",5
"meningitis",5
"met",5
"mh",5
"moving",5
"my",5
"next",5
"nppcr",5
"ns1",5
"ntchito",5
"onset",5
"opv",5
"others",5
"parahaemolyticus",5
"participantsname",5
"persons",5
"phytate",5
"plus",5
"point",5
"population",5
"pregnancy",5
"principal",5
"pulm",5
"q24.2",5
"q31",5
"ramal",5
"randomized",5
"ratio",5
"real",5
"removed",5
"resolved",5
"risk",5
"sequence",5
"serratia",5
"slides",5
"soap",5
"solid",5
"solids",5
"spec",5
"spends",5
"stay",5
"stored",5
"stx",5
"suspected",5
"system",5
"therapy",5
"things",5
"threshold",5
"tz",5
"unit",5
"urinary",5
"wealth",5
"went",5
"wide",5
"woman",5
"_haz",4
"_zwaz",4
"1.5",4
"1.7",4
"1.8",4
"1f",4
"2.7",4
"26",4
"3.1",4
"44",4
"4th",4
"9.9",4
"abs",4
"account",4
"accounting",4
"aches",4
"advised",4
"aeruginosa",4
"aged",4
"allow",4
"amodiaquine",4
"amoxicillin",4
"anorexia",4
"anus",4
"artemether",4
"assess",4
"assessed",4
"asset",4
"assets",4
"astro",4
"bad",4
"bank",4
"barcode",4
"bayley",4
"beginning",4
"belong",4
"bg",4
"birthdate",4
"bleeding",4
"both",4
"bottles",4
"breeding",4
"broth",4
"calcium",4
"calculations",4
"cardiac",4
"caregivers",4
"cell",4
"cement",4
"cha",4
"chiani",4
"class",4
"clear",4
"coagulase",4
"coartem",4
"cocci",4
"collapses",4
"comes",4
"communication",4
"composite",4
"condition",4
"consumed",4
"contrl",4
"cord",4
"cow",4
"crypt",4
"cut",4
"cycle",4
"dependency",4
"developed",4
"didn't",4
"diminuta",4
"drawn",4
"earth",4
"edta",4
"ehist",4
"elevated",4
"enterocolitica",4
"ethnicity",4
"eu",4
"except",4
"extended",4
"exterior",4
"febrile",4
"fresh",4
"friends",4
"fruit",4
"fsewdrink",4
"g51.2",4
"gastric",4
"getting",4
"giard",4
"gm",4
"goat",4
"good",4
"grains",4
"hb_adj",4
"hc",4
"high",4
"him",4
"hinf_notb",4
"hiv",4
"hpha",4
"hydrophila",4
"identify",4
"ie",4
"iga",4
"ii",4
"included",4
"individual",4
"inflammation",4
"intervention",4
"j",4
"kcal",4
"kerosene",4
"khumi",4
"km",4
"label",4
"large",4
"lighting",4
"looking",4
"lose",4
"lsd",4
"lumefantrine",4
"lyta",4
"machine",4
"makhwala",4
"malarial",4
"malnutrition",4
"malungo",4
"measurements",4
"meats",4
"meds",4
"meningitidis",4
"mental",4
"mesnili",4
"microliter",4
"missed",4
"mixed",4
"msd",4
"musculoskel",4
"nasal",4
"nausea",4
"neisseria",4
"noncolonizer",4
"norfloxacin",4
"normalized",4
"november",4
"nps",4
"occasion",4
"off",4
"offering",4
"oralite",4
"oth",4
"otherhx",4
"parasitemia",4
"passport",4
"pe",4
"persistent",4
"pinch",4
"pk",4
"plasimodium",4
"plate",4
"plesiomonas",4
"pneu",4
"political",4
"pos",4
"poultry",4
"pre",4
"pressure",4
"prevalence",4
"problem",4
"professional",4
"prolonged",4
"providing",4
"psych",4
"pyogenes",4
"recovery",4
"red",4
"referral",4
"reflects",4
"require",4
"resident",4
"resources",4
"roots",4
"round",4
"rt",4
"sa",4
"safblood",4
"sampleid",4
"sapovirus",4
"screened",4
"season",4
"serum",4
"shallow",4
"shigilloides",4
"shortness",4
"sizes",4
"sofa",4
"stage",4
"stayed",4
"stove",4
"stream",4
"strenght",4
"strongyloides",4
"stutzeri",4
"tabe",4
"tank",4
"thiamphenicol",4
"trap",4
"twelve",4
"ug",4
"unprotected",4
"until",4
"urban",4
"vermicularis",4
"vomit",4
"vomited",4
"wasted",4
"wheezing",4
"while",4
"wk52",4
"worry",4
"yersinia",4
"yogurt",4
"zisanu",4
"ziwiri",4
"zwfl",4
"0.000001",3
"0139",3
"1.6",3
"100ml",3
"120",3
"12a",3
"12c",3
"12p70",3
"140",3
"160",3
"17a",3
"18",3
"180",3
"2.14",3
"200",3
"2009",3
"20a1",3
"20b1",3
"20c1",3
"20d1",3
"20e1",3
"21",3
"22",3
"27",3
"2b",3
"32",3
"38",3
"38c",3
"3b",3
"3c",3
"50",3
"5e",3
"6d",3
"6e",3
"80",3
"8a",3
"8b",3
"96",3
"999",3
"9a",3
"ab",3
"abnormal",3
"abnormally",3
"accounts",3
"actual",3
"adeno",3
"adminstered",3
"adults",3
"aerogenes",3
"agregattibacter",3
"air",3
"akugwiritsa",3
"allowing",3
"alternate",3
"always",3
"anakalandila",3
"anginosus",3
"anthro",3
"antibodies",3
"antigen",3
"àö",3
"apart",3
"aphrophilus",3
"apitawa",3
"application",3
"archive",3
"arthritis",3
"asaq",3
"asirate",3
"asking",3
"asthma",3
"avetit",3
"bacterial",3
"bactrim",3
"basis",3
"baumannii",3
"bcg",3
"bd",3
"bedroom",3
"behalf",3
"beta",3
"bf",3
"binaxnow",3
"biogas",3
"biologic",3
"bipedal",3
"bites",3
"books",3
"bore",3
"borrowing",3
"breastfeed",3
"breastmilk",3
"bs",3
"building",3
"burden",3
"burkholderia",3
"butschilii",3
"buying",3
"bv_qpcr",3
"cacluated",3
"calcoaceticus",3
"cbc",3
"centers",3
"central",3
"cepacia",3
"cerebral",3
"characterization",3
"charcoal",3
"cheese",3
"chicken",3
"child’s",3
"clark",3
"classification",3
"clean",3
"cognitive",3
"cohort",3
"coma",3
"combination",3
"common",3
"compliant",3
"congenital",3
"congestion",3
"contact",3
"contaminant",3
"converted",3
"convulsion",3
"copy",3
"corynebacterium",3
"costs",3
"cot",3
"create",3
"crop",3
"d28.1",3
"das",3
"defecating",3
"defecation",3
"delivery",3
"development",3
"deworming",3
"diar",3
"diastolic",3
"dietary",3
"different",3
"digit",3
"disposal",3
"distress",3
"distribution",3
"dizziness",3
"dob",3
"document",3
"dolls",3
"donations",3
"doors",3
"drank",3
"dss",3
"ducks",3
"dur",3
"dysenteriae",3
"e36",3
"earnings",3
"either",3
"emotional",3
"endocr",3
"endocrine",3
"entered",3
"epidermidis",3
"evaluated",3
"every",3
"exclusively",3
"extened",3
"extra",3
"eye",3
"fansidar",3
"farval1",3
"filled",3
"finish",3
"finished",3
"five",3
"fluorescens",3
"format",3
"forward",3
"fowl",3
"fragilis",3
"frequent",3
"freundii",3
"fta",3
"ga",3
"gdh",3
"genotype",3
"gestation",3
"glass",3
"government",3
"gp",3
"grant",3
"gravid",3
"h58",3
"h65",3
"haemolyticus",3
"hang",3
"haz",3
"hem",3
"hemato",3
"hep",3
"herbal",3
"hh",3
"hole",3
"hominis",3
"hook",3
"iarconc",3
"icemr",3
"identity",3
"ifng",3
"indrawing",3
"initials",3
"injectable",3
"insecurity",3
"ipv",3
"kapena",3
"kingella",3
"krusei",3
"lake",3
"larger",3
"latitude",3
"laz",3
"lethargic",3
"life",3
"lifetime",3
"likely",3
"linolenic",3
"log10",3
"longitude",3
"malaise",3
"maltophilia",3
"marcescens",3
"marital",3
"mats",3
"mcaf",3
"mcp",3
"measure",3
"metab",3
"mgrs",3
"milleri",3
"minute",3
"mip1b",3
"mirabilis",3
"monoplex",3
"mother's",3
"mr",3
"mud",3
"multiplex",3
"needs",3
"neg",3
"nenani",3
"neutralization",3
"neutrophils",3
"newspaper",3
"nmol",3
"nothing",3
"notoday",3
"nurse",3
"nyumba",3
"oc",3
"owned",3
"oxytoca",3
"paid",3
"pali",3
"pambali",3
"pan",3
"parainfluenzae",3
"paratyphi",3
"parent",3
"parental",3
"partially",3
"participated",3
"pass",3
"patients",3
"pel",3
"peripheral",3
"person",3
"pfalciparum",3
"pivmecillinam",3
"plain",3
"play",3
"pond",3
"predominantly",3
"prep",3
"prim",3
"producing",3
"products",3
"protected",3
"proteins",3
"proteus",3
"purge",3
"pyrimethamine",3
"rainwater",3
"raven",3
"read",3
"refered",3
"residue",3
"resolution",3
"resolv",3
"resolve",3
"respiration",3
"restless",3
"rodents",3
"rotarix",3
"rows",3
"s.mansoni",3
"sabin1",3
"sabin2",3
"sabin3",3
"sae",3
"sakazakii",3
"saliva",3
"sanitation",3
"sat",3
"savings",3
"scales",3
"schedule",3
"scores",3
"screening",3
"scrub",3
"sd_id",3
"seizure",3
"selling",3
"semigravid",3
"separate",3
"sero",3
"severely",3
"share",3
"shc",3
"sheep",3
"show",3
"sickle",3
"situation",3
"social",3
"solution",3
"someone",3
"sore",3
"spraying",3
"square",3
"srffrstsid",3
"starts",3
"stenotrophomonas",3
"story",3
"strength",3
"studies",3
"sub",3
"sugar",3
"sunrise",3
"sunset",3
"sweating",3
"syrup",3
"systolic",3
"target_month",3
"telling",3
"throat",3
"tnfaconc",3
"toddler",3
"toys",3
"traveled",3
"tural",3
"turgor",3
"typhoid",3
"typhus",3
"tzh",3
"ul",3
"unfed",3
"urgent",3
"urination",3
"viridans",3
"volumes",3
"vrfmeastit",3
"vrfpertit",3
"vrfrotaatit",3
"vtm",3
"wathawu",3
"weakness",3
"weather",3
"wet",3
"wheeze",3
"white",3
"withheld",3
"women",3
"worms",3
"yanu",3
"yotalika",3
"_waz",2
"_zwei",2
"_zwfl",2
"0,1,2",2
"0.25",2
"0.5days",2
"00a0",2
"09",2
"1.10",2
"1.11",2
"1.12",2
"1.13",2
"1.9",2
"10,000",2
"10.9",2
"1000",2
"10a",2
"10b",2
"10c",2
"10d",2
"10e",2
"10g",2
"11a",2
"11b",2
"11d",2
"12b",2
"12e",2
"16",2
"16a",2
"16b",2
"19",2
"1a2",2
"1c1",2
"1g",2
"1h",2
"2.10",2
"2.11",2
"2.12",2
