"entity","label","score","rank","query.iri","query.label","query.variable","searchable","value","cosine.dist"
"http://purl.obolibrary.org/obo/EUPATH_0021291","Activites before 6 am location",6.6448755,4,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL Was child breastfeeding during the week before becoming ill with diarrhea  0",2,0.304274757217062
"http://purl.obolibrary.org/obo/EUPATH_0010519","Diarrhea, ALRI, fever, or vomiting present",6.518224,5,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL Was child breastfeeding during the week before becoming ill with diarrhea  0",2,0.304274757217062
"http://purl.obolibrary.org/obo/EUPATH_0010378","Diarrhea treatment before visit",6.1348853,6,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL Was child breastfeeding during the week before becoming ill with diarrhea  0",2,0.304274757217062
"http://purl.obolibrary.org/obo/EUPATH_0015051","Washes hands before eating",5.6244483,7,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL Was child breastfeeding during the week before becoming ill with diarrhea  0",2,0.304274757217062
"http://purl.obolibrary.org/obo/EUPATH_0015052","Washes hands before cooking",5.6244483,8,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL Was child breastfeeding during the week before becoming ill with diarrhea  0",2,0.304274757217062
"http://purl.obolibrary.org/obo/EUPATH_0033195","Illness duration (days)",4.902999,9,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL Was child breastfeeding during the week before becoming ill with diarrhea  0",2,0.304274757217062
"http://purl.obolibrary.org/obo/EUPATH_0036136","Read with child",4.8021097,10,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL Was child breastfeeding during the week before becoming ill with diarrhea  0",2,0.304274757217062
"http://purl.obolibrary.org/obo/EUPATH_0010371","Breastfed",11.337344,1,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",2,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0000417","Ill now",9.625551,2,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",2,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0015519","Child days since diarrhea",8.9998455,3,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",1,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0000191","Days since enrollment",7.447779,4,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",2,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0024209","Time since diarrhea onset",6.6834893,5,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",1,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0024211","Time since diarrhea stopped",6.6834893,6,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",1,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0031305","Post diarrhea breast milk",6.55671,7,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",2,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0031308","Pre diarrhea breast milk",6.55671,8,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",2,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0010519","Diarrhea, ALRI, fever, or vomiting present",6.518224,9,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",2,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began",5.894629,10,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL Has child been breast feeding since becoming ill with diarrhea  0",1,0.324336075307824
"http://purl.obolibrary.org/obo/EUPATH_0010418","Eligible for enrollment",13.751489,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0031011","Eligible for VIDA study",10.278216,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0031006","Able to identify child",7.9742794,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0031010","Eligible for VIDA Plus",7.973029,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0031009","Eligible for saliva collection",7.3870144,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0015056","Washes hands after cleaning child who defecated",7.251145,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",2,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident",7.100914,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0000722","Child waste disposal",6.412157,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",2,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0010411","Current diarrhea episode began within the last 7 days",6.3531356,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0010420","Consent for enrollment given",6.2463946,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD Is the child eligible for enrollment in the LSD study ",1,0.49409708842728
"http://purl.obolibrary.org/obo/EUPATH_0010418","Eligible for enrollment",13.751489,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0031011","Eligible for VIDA study",10.278216,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0031006","Able to identify child",7.9742794,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0031010","Eligible for VIDA Plus",7.973029,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0031009","Eligible for saliva collection",7.3870144,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0015056","Washes hands after cleaning child who defecated",7.251145,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",2,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident",7.100914,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0000722","Child waste disposal",6.412157,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",2,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0010411","Current diarrhea episode began within the last 7 days",6.3531356,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0010420","Consent for enrollment given",6.2463946,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD Is the child eligible for enrollment in the MSD study ",1,0.491030982104882
"http://purl.obolibrary.org/obo/EUPATH_0010119","Control eligibility check date",11.3624115,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",1,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0031007","Date memory aid completed",10.925416,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",1,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0010319","Rehydration date",9.4506035,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",2,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date",9.410048,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",2,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date",9.410048,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",1,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0045036","Active date",9.410048,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",2,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0000150","Death date",9.282938,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",2,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0015458","Test date",9.172958,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",2,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0015683","Interview date",9.172958,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",2,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0025152","Travel date",9.172958,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE Date eligibility form was completed Date",2,0.369266777611645
"http://purl.obolibrary.org/obo/EUPATH_0010408","Not currently enrolled as a GEMS Case",14.896761,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",1,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case",10.032983,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",2,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0000725","Participant ID for matched case",9.516408,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",1,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case",9.450331,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",2,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0010120","Age, matched case (months)",9.450331,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",2,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case",9.450331,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",2,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0031069","Same community as case",8.398711,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",2,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0031070","Same sex as case",8.398711,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",2,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0031033","Case enrolled within past 14 days",7.0713778,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",1,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case",6.6972275,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE Is this child currently enrolled in GEMS1A as an LSD Case  0 1",2,0.545178812669378
"http://purl.obolibrary.org/obo/EUPATH_0010408","Not currently enrolled as a GEMS Case",14.896761,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",1,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case",10.032983,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",2,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0000725","Participant ID for matched case",9.516408,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",1,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case",9.450331,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",2,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0010120","Age, matched case (months)",9.450331,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",2,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case",9.450331,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",2,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0031069","Same community as case",8.398711,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",2,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0031070","Same sex as case",8.398711,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",2,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0031033","Case enrolled within past 14 days",7.0713778,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",1,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case",6.6972275,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE Is this child currently enrolled in GEMS1A as an MSD Case  0 1",2,0.547370734763812
"http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case",8.249345,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",2,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0000725","Participant ID for matched case",7.0915203,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",1,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0010420","Consent for enrollment given",6.3626413,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",1,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0010418","Eligible for enrollment",6.301461,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",1,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case",6.267481,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",2,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0010120","Age, matched case (months)",5.9761553,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",2,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case",5.9761553,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",2,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0031069","Same community as case",5.9761553,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",2,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0031070","Same sex as case",5.9761553,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",2,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0031033","Case enrolled within past 14 days",5.5361695,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD Enrollment for Case MSD or LSD 0 1",1,0.643176579678682
"http://purl.obolibrary.org/obo/EUPATH_0015521","Child did not seem to need care",4.603507,1,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0010853","Stool type, severe diarrhea",4.4571004,2,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0015518","Child currently having diarrhea",4.246685,3,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0015519","Child days since diarrhea",4.246685,4,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0010425","Moderate-to-severe diarrhea eligibility",4.0609846,5,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",1,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0011190","Severe anemia (hemoglobin less than 7g/dL)",4.0208335,6,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0010524","Moderate-to-severe diarrhea by GEMS criteria",3.4480994,7,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0015508","Moderate to severe diarrhea in past 2 weeks",3.2061617,8,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0000043","Severe malaria",3.139172,9,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
"http://purl.obolibrary.org/obo/EUPATH_0000215","Severe anemia",3.139172,10,"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","LSD","LSD Did child have Less Severe Diarrhea  ",2,0.545011492074928
