"entity","label","score","rank","query.iri","query.label","query.variable","searchable","value","cosine.dist"
"http://purl.obolibrary.org/obo/EUPATH_0000417","Ill now",4.8127756,5,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL",2,0.905508881747693
"http://purl.obolibrary.org/obo/EUPATH_0021291","Activites before 6 am location",4.729433,6,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL",2,0.905508881747693
"http://purl.obolibrary.org/obo/EUPATH_0015051","Washes hands before eating",3.52217,7,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL",2,0.905508881747693
"http://purl.obolibrary.org/obo/EUPATH_0015052","Washes hands before cooking",3.52217,8,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL",2,0.905508881747693
"http://purl.obolibrary.org/obo/EUPATH_0021267","Enrolled in previous study",2.961959,9,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL",2,0.905508881747693
"http://purl.obolibrary.org/obo/EUPATH_0015053","Washes hands before nursing or preparing baby's food",2.9321408,10,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_BEFORE_ILL","F4A BREASTFED BEFORE ILL",2,0.905508881747693
"http://purl.obolibrary.org/obo/EUPATH_0010371","Breastfed",11.337344,1,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0010519","Diarrhea, ALRI, fever, or vomiting present",4.902999,2,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0033195","Illness duration (days)",4.902999,3,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0000191","Days since enrollment",4.814328,4,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0000417","Ill now",4.8127756,5,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began",3.9059982,6,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",1,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0011009","Breastfed within 1st 24hrs",2.7783532,7,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0011014","Cumulative days exclusively breastfed",2.7783532,8,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0011015","Cumulative days not breastfed",2.7783532,9,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0011017","Cumulative days partially breastfed",2.7783532,10,"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","F4A_BREASTFED_SINCE_ILL","F4A BREASTFED SINCE ILL",2,0.894590744661054
"http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident",7.100914,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",1,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0010418","Eligible for enrollment",5.8648252,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",1,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0010424","Participant enrolled",5.8648252,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",1,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0031006","Able to identify child",5.6579237,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",1,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0015056","Washes hands after cleaning child who defecated",5.4591665,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",2,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0000722","Child waste disposal",3.845439,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",2,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0010409","Participant under 60 months",3.7498584,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",1,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0010412","At least 7 days without diarrhea before current episode",3.7498584,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",1,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0010421","Given antibiotic before stool collection",3.7498584,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",1,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0010070","Caregiver plus participant weight (kg)",3.7070441,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_LSD","F3 CHILD LSD",2,0.941974114681434
"http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident",7.100914,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010418","Eligible for enrollment",5.8648252,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010424","Participant enrolled",5.8648252,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0031006","Able to identify child",5.6579237,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0015056","Washes hands after cleaning child who defecated",5.4591665,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0000722","Child waste disposal",3.845439,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010409","Participant under 60 months",3.7498584,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010412","At least 7 days without diarrhea before current episode",3.7498584,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010421","Given antibiotic before stool collection",3.7498584,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010070","Caregiver plus participant weight (kg)",3.7070441,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_CHILD_MSD","F3 CHILD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010319","Rehydration date",5.234776,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date",5.1942205,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date",5.1942205,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",1,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0045036","Active date",5.1942205,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0000150","Death date",5.0671115,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0031342","Rotavirus vaccine vaccination date",5.025211,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0010222","Rectal swab date",5.006943,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0015458","Test date",4.957132,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0015683","Interview date",4.957132,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0025152","Travel date",4.957132,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_DATE","F3 DATE",2,0.906951578960153
"http://purl.obolibrary.org/obo/EUPATH_0000725","Participant ID for matched case",7.0605974,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case",7.0463023,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case",6.7549763,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010120","Age, matched case (months)",6.7549763,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case",6.7549763,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010408","Not currently enrolled as a GEMS Case",5.5189037,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010409","Participant under 60 months",3.7498584,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010412","At least 7 days without diarrhea before current episode",3.7498584,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010421","Given antibiotic before stool collection",3.7498584,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010417","Hospitalized with diarrhea or dysentery",3.6551692,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_LSD_CASE","F3 LSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0000725","Participant ID for matched case",7.0605974,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case",7.0463023,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case",6.7549763,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010120","Age, matched case (months)",6.7549763,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case",6.7549763,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",2,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010408","Not currently enrolled as a GEMS Case",5.5189037,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010409","Participant under 60 months",3.7498584,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010412","At least 7 days without diarrhea before current episode",3.7498584,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010421","Given antibiotic before stool collection",3.7498584,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010417","Hospitalized with diarrhea or dysentery",3.6551692,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F3_MSD_CASE","F3 MSD CASE",1,0.904653741075441
"http://purl.obolibrary.org/obo/EUPATH_0010119","Control eligibility check date",3.553802,1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case",3.2808003,2,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010120","Age, matched case (months)",3.2808003,3,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case",3.2808003,4,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case",3.2808003,5,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0031006","Able to identify child",3.2808003,6,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0031033","Case enrolled within past 14 days",3.2808003,7,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0031038","Diarrhea-free 7 days",3.2808003,8,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",1,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0031069","Same community as case",3.2808003,9,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0031070","Same sex as case",3.2808003,10,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","F6_LSD_MSD","F6 LSD MSD",2,0.938454254510334
"http://purl.obolibrary.org/obo/EUPATH_0010112","Hand washing location",5.5738826,1,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",2,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015275","Piped water source",5.5738826,2,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",1,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015276","Non-piped water source without tap",5.5738826,3,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",1,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015277","Non-piped water source with tap",5.5738826,4,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",1,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015278","Basin",5.5738826,5,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",1,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015279","Soap",5.5738826,6,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",1,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015280","Ash",5.5738826,7,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",1,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0000681","Usual hand washing",3.6671886,8,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",2,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015051","Washes hands before eating",3.6671886,9,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",2,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0015052","Washes hands before cooking",3.6671886,10,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_CLAY","F5 WASH CLAY",2,0.799839807743641
"http://purl.obolibrary.org/obo/EUPATH_0000375","Plan to move",5.7052956,1,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",2,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0010112","Hand washing location",5.5738826,2,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",2,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0015275","Piped water source",5.5738826,3,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",1,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0015276","Non-piped water source without tap",5.5738826,4,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",1,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0015277","Non-piped water source with tap",5.5738826,5,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",1,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0015278","Basin",5.5738826,6,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",1,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0015279","Soap",5.5738826,7,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",1,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0015280","Ash",5.5738826,8,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",1,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0021004","Mud",5.4764223,9,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",2,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0000681","Usual hand washing",3.6671886,10,"http://purl.obolibrary.org/obo/EUPATH_0010400","Hand washing material","F5_WASH_MUD","F5 WASH MUD",2,0.777942204157836
"http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days",2.0835931,1,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
"http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day",2.0835931,2,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
"http://purl.obolibrary.org/obo/EUPATH_0015206","Other medicine",2.0404935,3,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
"http://purl.obolibrary.org/obo/EUPATH_0010153","Currently receiving medication",1.9079353,4,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
"http://purl.obolibrary.org/obo/EUPATH_0010154","Prescription available for current medication",1.9079353,5,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
"http://purl.obolibrary.org/obo/EUPATH_0015187","ORS",1.9079353,6,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
"http://purl.obolibrary.org/obo/EUPATH_0015188","Intravenous fluids",1.9079353,7,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
"http://purl.obolibrary.org/obo/EUPATH_0015189","Cotrimoxazole",1.9079353,8,"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","F7_EVERBREASTFED","F7 EVERBREASTFED",2,0.94023856953328
