"word","n"
"eggs",11
"enrolled",11
"family",11
"female",11
"fish",11
"given",11
"growth",11
"hydrogen",11
"llin",11
"loss",11
"mannitol",11
"microbiology",11
"mother's",11
"night",11
"noncontaminant",11
"organ",11
"present",11
"reading",11
"received",11
"slide",11
"st-pos",11
"stain",11
"unable",11
"viruses",11
"without",11
"-5",10
"229",10
"43",10
"63",10
"as",10
"carbon",10
"chest",10
"chikungunya",10
"clinical",10
"consultation",10
"current",10
"dehydration",10
"deviation",10
"diagnostic",10
"difficile",10
"dioxide",10
"dpt",10
"drops",10
"gambiae",10
"hands",10
"height-for-age",10
"hemoglobin",10
"histolytica",10
"hku",10
"house",10
"income",10
"lived",10
"living",10
"loose",10
"methane",10
"motor",10
"muac",10
"ng/ml",10
"parechovirus/enterovirus",10
"rectal",10
"rhinovirus",10
"severity",10
"surveillance",10
"swab",10
"too",10
"trichuris",10
"when",10
"windows",10
"yesterday",10
"-6",9
"admitted",9
"aeromonas",9
"antibiotics",9
"astrovirus",9
"available",9
"bmi-for-age",9
"bought",9
"coma",9
"complete",9
"cotrimoxazole",9
"delivery",9
"distance",9
"ears",9
"exam",9
"gametocytes",9
"gastrointestinal",9
"has",9
"information",9
"iron",9
"mosquitoes",9
"negative",9
"none",9
"ors",9
"personal",9
"remedy",9
"results",9
"river",9
"same",9
"second",9
"seek",9
"signs",9
"spleen",9
"strongyloides",9
"tablet",9
"toxin",9
"travel",9
"traveled",9
"trip",9
"ucc",9
"units",9
"vegetables",9
"washes",9
"week",9
"weight-for-age",9
"-",8
"4th",8
"52",8
"acute",8
"asexual",8
"calculated",8
"chills",8
"cleaning",8
"cluster",8
"control",8
"covered",8
"details",8
"diet",8
"do",8
"drink",8
"dysentery",8
"eae-pos",8
"ear",8
"earnings",8
"enterococcus",8
"eye",8
"flag",8
"formula",8
"funestus",8
"gram",8
"gram-negative",8
"greater",8
"headache",8
"history",8
"immunoassay",8
"infant",8
"knowledge",8
"licensed",8
"male",8
"metapneumonoviruses",8
"modified",8
"old",8
"parahaemolyticus",8
"pharmacy",8
"pneumonia",8
"primary",8
"rate",8
"ratio",8
"scaled",8
"secondary",8
"sought",8
"stec",8
"sunken",8
"symptom",8
"take",8
"taken",8
"unique",8
"used",8
"visits",8
"volume",8
"waste",8
"wbc",8
"weight-for-length",8
"-height",7
"500",7
"abdominal",7
"absolute",7
"activity",7
"air",7
"bednets",7
"beta",7
"bfpa-pos",7
"brand",7
"breath",7
"citrobacter",7
"conjugate",7
"death",7
"decreased",7
"detection",7
"difficulty",7
"discharge",7
"disposal",7
"eat",7
"eligibility",7
"eligible",7
"endolimax",7
"enterovirus",7
"erythromycin",7
"fat",7
"gastric",7
"hepatic",7
"homemade",7
"improved",7
"index",7
"iu/l",7
"lab",7
"low",7
"mansoni",7
"max",7
"meals",7
"mia",7
"ml",7
"muac-for-age",7
"natural",7
"net",7
"normal",7
"normalized",7
"od",7
"over",7
"parasitemia",7
"pcv",7
"people",7
"plesiomonas",7
"pneumococcal",7
"pregnancy",7
"prescription",7
"provided",7
"pulmonary",7
"recall",7
"relationship",7
"rice",7
"serratia",7
"stages",7
"sufficient",7
"tests",7
"things",7
"took",7
"wheezing",7
"withdrawal",7
"x10^3/ul",7
"yellow",7
"adult",6
"aerogenes",6
"antibody",6
"aphrophilus",6
"appetite",6
"azithromycin",6
"bacilli",6
"back",6
"balantidium",6
"campylobacter-pos",6
"can't",6
"cardiovascular",6
"ceftriaxone",6
"characteristics",6
"chilomastix",6
"chloramphenicol",6
"chlorine",6
"ciprofloxacin",6
"cluster-level",6
"coli-pos",6
"concrete",6
"conducted",6
"consciousness",6
"consumed",6
"copy",6
"cryptosporidium-pos",6
"currently",6
"dark",6
"defecation",6
"drinks",6
"edta-treated",6
"enterobius",6
"epec-pos",6
"failure",6
"feedings",6
"ferritin",6
"final",6
"findings",6
"foods",6
"friend",6
"genitourinary",6
"green",6
"hematological",6
"hepatitis",6
"hospitalized",6
"infant's",6
"interviewee",6
"iodamoeba",6
"iu/ml",6
"iv",6
"leafy",6
"least",6
"lethargy",6
"lumbricoides",6
"lymphatic",6
"m",6
"matched",6
"medications",6
"member",6
"metapneumovirus",6
"metronidazole",6
"mobile",6
"mother",6
"move",6
"musculoskeletal",6
"nana",6
"nana-pos",6
"neisseria",6
"neurological",6
"offered",6
"panbio",6
"percent",6
"phone",6
"phytate",6
"place",6
"positive",6
"post",6
"prep",6
"public",6
"rank",6
"receptor",6
"relative",6
"remember",6
"rods",6
"route",6
"sakazakii",6
"saliva",6
"scale",6
"seeking",6
"set",6
"shc",6
"sleep",6
"soap",6
"stature",6
"steps",6
"stimulating",6
"times",6
"tuberculosis",6
"typhi",6
"u/ml",6
"vector",6
"very",6
"visible",6
"wet",6
"who",6
"worker",6
"x-ray",6
"yersinia",6
"<5",5
"10",5
"100",5
"20",5
"24hrs",5
"5th",5
"8",5
"aches",5
"amoxycillin",5
"ampicillin",5
"animals",5
"archive",5
"arm",5
"artesunate",5
"atypical",5
"bacille",5
"bacteroides",5
"bad",5
"baseline",5
"bcg",5
"bedtime",5
"bleeding",5
"bloody",5
"breastfeedings",5
"bricks",5
"calcium",5
"calmette-guerin",5
"calories",5
"cephalosporin",5
"circumference",5
"convulsions",5
"cooking",5
"criteria",5
"cutting",5
"detected",5
"diagnosed",5
"died",5
"diversity",5
"dry",5
"due",5
"eae",5
"early",5
"eating",5
"edema",5
"everyone",5
"excretion",5
"facilities",5
"father",5
"feces",5
"fluids",5
"fruits",5
"g/dl",5
"gentamycin",5
"gestational",5
"gi",5
"gii",5
"good",5
"gram-positive",5
"hiv",5
"hookworm",5
"iga",5
"indicators",5
"indoor",5
"indrawing",5
"injection",5
"intake",5
"intervention",5
"jaundice",5
"kitchen",5
"length-",5
"lewis",5
"lns",5
"long-lasting",5
"loose/watery",5
"lower",5
"macrolides",5
"macrophage",5
"malnutrition",5
"media",5
"meningitis",5
"money",5
"mouth",5
"my",5
"nalidixic",5
"nasal",5
"o1",5
"oxygen",5
"paid",5
"penicillin",5
"perceived",5
"perception",5
"piped",5
"population",5
"psychological",5
"quinine",5
"radio",5
"recollection",5
"registration",5
"relocation",5
"retinol",5
"rubella",5
"runny",5
"samples",5
"sapovirus",5
"school-age",5
"selexid",5
"sex",5
"sick",5
"simple",5
"soluble",5
"spraying",5
"st-neg",5
"stop",5
"stored",5
"stove",5
"stx1-pos",5
"stx2-pos",5
"sugar",5
"suspected",5
"system",5
"temperature",5
"that",5
"there",5
"thick",5
"thirsty",5
"timepoint",5
"tract",5
"transportation",5
"trips",5
"unlicensed",5
"wall",5
"watery",5
"watery/cholera-like",5
"white",5
"work",5
"zone",5
"a/b-pos",4
"acceptable",4
"activites",4
"activities",4
"administrative",4
"admission",4
"aeruginosa",4
"aggregated",4
"ago",4
"agregattibacter",4
"albicans",4
"alpha",4
"alphacoronavirus",4
"alphainfluenzavirus",4
"am",4
"an",4
"anthropometry",4
"applicable",4
"archived",4
"around",4
"assets",4
"b-neg",4
"bacterial",4
"began",4
"betacoronavirus",4
"betainfluenzavirus",4
"bfpa",4
"bicycle",4
"bioline",4
"blantyre",4
"bocaparvovirus",4
"bottle",4
"broth",4
"burkholderia",4
"call",4
"caregivers",4
"causing",4
"clear",4
"cloacae",4
"coagulase-negative",4
"cocci",4
"coliform",4
"comment",4
"communication",4
"composite",4
"corynebacterium",4
"cost",4
"country",4
"cream",4
"cronobacter",4
"culex",4
"cyclospora",4
"daytime",4
"depression",4
"discarded",4
"disease",4
"down",4
"edinburgh",4
"endocrine",4
"eu/ml",4
"exclusively",4
"felt",4
"filter",4
"forest",4
"forms",4
"fragilis",4
"frequent",4
"friends",4
"gammainfluenzavirus",4
"gas",4
"glasgow",4
"had",4
"heart",4
"high",4
"holes",4
"hrs",4
"infections",4
"inflammatory",4
"insecticide",4
"interferon",4
"interventions",4
"interview",4
"intravenous",4
"isospora",4
"joint",4
"keep",4
"kingella",4
"liquids",4
"local",4
"lymphocyte",4
"malariae",4
"members",4
"meningitidis",4
"missing",4
"moderate-to-severe",4
"mosquitos",4
"moved",4
"mucus",4
"multiple",4
"mumps",4
"muscle",4
"nasopharyngeal",4
"neutrophils",4
"never",4
"nighttime",4
"noncolonizer",4
"one",4
"ongoing",4
"orthopneumovirus",4
"outcome",4
"pains",4
"parent",4
"payment",4
"period",4
"physical",4
"plate",4
"plus",4
"postcode",4
"postnatal",4
"pregnant",4
"prevention",4
"professional",4
"proposed",4
"proteins",4
"proteus",4
"pyogenes",4
"read",4
"record",4
"referral",4
"rehydrated",4
"repellent",4
"respirovirus",4
"rooms",4
"rubulavirus",4
"sang",4
"sanitation",4
"sd",4
"seasonal",4
"service",4
"shedding",4
"site",4
"socioeconomic",4
"special",4
"stenotrophomonas",4
"stercoralis",4
"stories",4
"summary",4
"supernatant",4
"supplementation",4
"table",4
"television",4
"therapy",4
"third",4
"told",4
"transferrin",4
"trichiura",4
"typhoid",4
"typhus",4
"ug",4
"ug/dl",4
"ug/ml",4
"umol/l",4
"unlicenced",4
"viral",4
"virulence",4
"wealth",4
"weight-for-height",4
"where",4
"whole",4
"wooden",4
"wrinkled",4
"yard",4
"you",4
"zero",4
"<4",3
"120",3
"13",3
"140",3
"15",3
"160",3
"17a",3
"180",3
"24hr",3
"4-17",3
"40",3
"40/41",3
"48h",3
"80",3
"90th",3
"abdomen",3
"able",3
"abnormal",3
"access",3
"active",3
"additional",3
"adenovirus-pos",3
"adults",3
"advised",3
"aedes",3
"aeromonas-pos",3
"against",3
"agar",3
"aliquoted",3
"alpha-hemolytic",3
"anginosus",3
"antigen",3
"antimalarials",3
"anus",3
"appearance",3
"are",3
"artesunate-amodiaquine",3
"asburiae",3
"assess",3
"asthma",3
"astrovirus-pos",3
"asymptomatic",3
"ate",3
"bactrim",3
"bathing",3
"baumannii",3
"bayley",3
"be",3
"beta-hemolytic",3
"blastocystis",3
"bloodfed",3
"braakii",3
"brazil",3
"breaths/min",3
"breeding",3
"bronchodilator",3
"burden",3
"butschlii-pos",3
"calcoaceticus",3
"cannot",3
"capture",3
"ccg",3
"cells",3
"cement",3
"cepacia",3
"cerebral",3
"challenge",3
"chemoattractant",3
"chloroquine",3
"circumference-for-age",3
"city",3
"clean",3
"clock",3
"closed",3
"cognitive",3
"colony",3
"color",3
"coma/loss",3
"commensal",3
"completion",3
"complicated",3
"computer",3
"congenital",3
"congestion",3
"consent",3
"contact",3
"cot",3
"cpt",3
"currency",3
"cutoff",3
"cyclospora-pos",3
"d",3
"dairy",3
"datetime",3
"defecating",3
"density",3
"deworming",3
"diminuta-pos",3
"diphtheroid",3
"distress",3
"dizziness",3
"does",3
"done",3
"doors",3
"dosage",3
"dss",3
"duplex",3
"eaec-pos",3
"eaves",3
"eiec",3
"eiec-pos",3
"elsewhere",3
"endline",3
"enterocolitica-pos",3
"entomology",3
"environment",3
"epidermidis",3
"etec-pos",3
"eukaryote",3
"except",3
"expected",3
"falcivax",3
"fansidar",3
"father's",3
"fatigue",3
"fieldworker",3
"fluorescens",3
"form",3
"freundii",3
"fta",3
"gamma",3
"gdh",3
"gems",3
"genes",3
"gi-pos",3
"giardia-pos",3
"gii-pos",3
"go",3
"granulocyte-colony",3
"granulocyte-macrophage",3
"haemolyticus",3
"have",3
"head's",3
"helicobacter",3
"herbal",3
"histolytica-pos",3
"hominis",3
"hookworm-pos",3
"hospital/center",3
"hydrophila",3
"immunization",3
"incl",3
"infants",3
"initial",3
"interviewee's",3
"intestine",3
"iodine",3
"isospora-pos",3
"known",3
"krusei",3
"lack",3
"lamp",3
"language",3
"lifetime",3
"log",3
"log10",3
"lsd",3
"lumbricoides-pos",3
"lumefantrine-artemether",3
"lyta",3
"maltophilia",3
"marcescens",3
"mat",3
"materials",3
"matrices",3
"maximum",3
"meal",3
"measured",3
"measurement",3
"membrane",3
"mental",3
"mesnili-pos",3
"mg/l",3
"milleri",3
"mirabilis",3
"mixed",3
"mmhg",3
"mmol/l",3
"monocyte",3
"msd",3
"mucus/pus",3
"multiplex",3
"mycobacterium",3
"nausea",3
"necator",3
"necrosis",3
"nets",3
"newspaper",3
"nmol/l",3
"non-typeable",3
"nonliquefaciens",3
"norovirus-pos",3
"o2",3
"obstetric",3
"ointment",3
"older",3
"only",3
"onset",3
"oocysts",3
"oralite",3
"order",3
"overgrowth",3
"oxytoca",3
"p",3
"p70",3
"parainfluenzae",3
"passed",3
"percentile",3
"person",3
"pit",3
"placed",3
"political",3
"potassium",3
"practitioner",3
"pre",3
"preperation",3
"pressure",3
"prevalence",3
"prevent",3
"private",3
"progressive",3
"prolapse",3
"protozoa",3
"provider",3
"randomization",3
"raven's",3
"referred",3
"refused",3
"regularly",3
"requiring",3
"resident",3
"roof",3
"roots",3
"rotarix",3
"rotavirus-associated",3
"rotavirus-pos",3
"round",3
"sabin",3
"salmonella-pos",3
"scales",3
"schistosoma-pos",3
"screened",3
"scrub",3
"security",3
"self",3
"serious",3
"seroconversion",3
"serum",3
"severely",3
"shared",3
"shigella-pos",3
"shigelloides-pos",3
"shortness",3
"sickle",3
"slept",3
"small",3
"social-emotional",3
"solid",3
"sore",3
"sources",3
"spontaneous",3
"spray",3
"spring",3
"stec-pos",3
"stercoralis-pos",3
"stream",3
"stutzeri",3
"sulfadoxine-pyrimethamine",3
"support",3
"sweating",3
"syndrome",3
"taenia",3
"taenia-pos",3
"tap",3
"tea",3
"thin",3
"thorax",3
"today",3
"toxoid",3
"trap",3
"treatments",3
"trichiura-pos",3
"tumor",3
"tv",3
"typical",3
"unfed",3
"untreated",3
"urination",3
"vegetable",3
"vermicularis-pos",3
"vibrio-pos",3
"vida",3
"viridans",3
"vtm",3
"watch",3
"weakness",3
"went",3
"withheld",3
"women",3
"worms",3
"<2",2
">15",2
"100%",2
"12ng/ml",2
"20ug/dl",2
"24h",2
"28",2
"3+",2
"38c",2
"4hrs",2
"5-12",2
"9.9",2
"96h",2
"a/b-neg",2
"aaic",2
"aata",2
"abortions",2
"acres",2
"aerobic",2
"ag-pos",2
"agricultural",2
"aid",2
"aids",2
"alpha-1-acid",2
"alpha-1-antitrypsin",2
"amazon",2
"aminotransferase",2
"anaerobic",2
"ancylostoma",2
"ancylostomatoidea",2
"anorexia",2
"arthritis",2
"as-treated",2
"asking",2
"assemblage",2
"assignment",2
"associated",2
"attitudes",2
"auscultation",2
"axillary",2
"b12",2
"baby",2
"based",2
"basophils",2
"bedroom",2
"been",2
"binaxnow",2
"bipedal",2
"birthday",2
"bmi",2
"boat",2
"body",2
"bore",2
"borrowing",2
"bronchiolitis",2
"bronchitis",2
"bruising",2
"bucket",2
"building",2
"burn",2
"butschlii",2
"ca",2
"cabinet",2
"car",2
"carbohydrates",2
"card",2
"cardiac",2
"category",2
"cause",2
"cca",2
"ceramic",2
"ch",2
"chair",2
"chlamydia",2
"cholera",2
"chouki",2
"clotrimazole",2
"coal",2
"coffee",2
"cohort",2
"coil",2
"coils",2
"common",2
"communities",2
"complaint",2
"complications",2
"composting",2
"concentration",2
"confusion",2
"consistency",2
"consumption",2
"container",2
"containers",2
"convulsion",2
"coordinate",2
"copies",2
"cord",2
"corrected",2
"cotrim",2
"could",2
"cow",2
"cupboard",2
"dam",2
"dangerous",2
"days/week",2
"deep",2
"degrees",2
"description",2
"detecttm",2
"development",2
"device",2
"diagnoses",2
"diameter",2
"dichotomized",2
"did",2
"diminuta",2
"dinner",2
"diplococci",2
"dirty",2
"discriminator",2
"dissected",2
"distribution",2
"district",2
"dna",2
"docosapentaenoic",2
"dog",2
"domestic",2
"donations",2
"dos",2
"drank",2
"dung",2
"duo",2
"dysenteriae",2
"e",2
"ehec",2
"el",2
"electric",2
"electricity",2
"employed",2
"employment",2
"encephalitis",2
"endotoxin",2
"enterobacteriaceae",2
"enterocolitica",2
"enterotoxin",2
"eosinophils",2
"epithelial",2
"evaluated",2
"evening",2
"everything",2
"existing",2
"expelled",2
"expensive",2
"exposed",2
"expressive",2
"external",2
"extraction",2
"faecalis",2
"fast",2
"febrile",2
"fecal",2
"fed",2
"fewer",2
"field",2
"fine",2
"fingerprick",2
"flood",2
"flush",2
"folic",2
"follow",2
"fresh",2
"fruit",2
"fuel",2
"fully",2
"fumigation",2
"garbage",2
"gel",2
"gems1a",2
"general",2
"genitals",2
"gentamicin",2
"get",2
"glycoprotein",2
"goat",2
"grains",2
"gravid",2
"gross",2
"groups",2
"gut",2
"haematobium",2
"hang",2
"hb",2
"heat",2
"hfias",2
"hla-a",2
"hla-b",2
"hla-dqa1",2
"hla-dqb1",2
"hla-drb1",2
"hla-drb3",2
"horse",2
"hospital/health",2
"hot",2
"hrs/day",2
"hydrochloride",2
"hygiene",2
"hypochondrium",2
"if",2
"important",2
"inaba",2
"inflammation",2
"inhibition",2
"insect",2
"insecurity",2
"internet",2
"interpretation",2
"into",2
"irritable",2
"irritable/less",2
"itns",2
"japanese",2
"jejuni",2
"job",2
"k",2
"k.",2
"kerosene",2
"khat",2
"laboratory",2
"lake",2
"lamblia",2
"land",2
"lead",2
"lethargic",2
"light",2
"line",2
"liquid",2
"livestock",2
"lowest",2
"lwoffii",2
"lymphocytes",2
"lyta-pos",2
"m2",2
"machine",2
"main",2
"malaria-related",2
"marital",2
"market",2
"marshes",2
"medicines",2
"memory",2
"menstruation",2
"meq/l",2
"mesnili",2
"message",2
"mg/g",2
"microscopic",2
"microtainer",2
"midline",2
"minimum",2
"minutes",2
"mm",2
"mmr",2
"mode",2
"moderate",2
"monocytes",2
"monoplex",2
"motorcycle",2
"much",2
"mud",2
"myeloperoxidase",2
"neonatal",2
"neopterin",2
"no/not",2
"non-anopheline",2
"non-breastfed",2
"non-piped",2
"notes",2
"ns1",2
"nutrition",2
"o139",2
"obstetrics",2
"often",2
"ogawa",2
"optimal",2
"out",2
"outdoor",2
"ovale",2
"owned",2
"pair",2
"palsy",2
"pan",2
"paper",2
"paratyphi",2
"parental",2
"parity",2
"partially",2
"pathways",2
"pentavalent",2
"permanent",2
"persistent",2
"pig",2
"places",2
"plasma",2
"plasmodium-pos",2
"platelet",2
"play",2
"playful",2
"pond",2
"poorly",2
"post-vax",2
"poultry",2
"predominantly",2
"preferred",2
"procedures",2
"prolonged",2
"protect",2
"pus",2
"pylori",2
"quality",2
"rabies",2
"rainy",2
"receive",2
"receiving",2
"receptive",2
"recommendation",2
"recumbent",2
"refrigerator",2
"regular",2
"remedies",2
"renal",2
"repaired",2
"requested",2
"required",2
"residence",2
"residual",2
"restless",2
"retrieved",2
"review",2
"riboflavin",2
"risk",2
"rrt-pcr",2
"rural",2
"rxn",2
"salary",2
"saturation",2
"savings",2
"scoop",2
"scooter",2
"screen",2
"screening",2
"season",2
"secretor",2
"seizures",2
"self-treated",2
"selling",2
"semigravid",2
"sepsis",2
"septrim",2
"settlement",2
"sewing",2
"shallow",2
"shellfish",2
"shigelloides",2
"sites",2
"size",2
"sl",2
"so",2
"sodium",2
"solids",2
"sols",2
"solution",2
"someone",2
"sp",2
"space",2
"specific",2
"sporozoite",2
"sporozoites",2
"sprayed",2
"st",2
"standard",2
"standing",2
"started",2
"starting",2
"states",2
"stopped",2
"stridor",2
"study-defined",2
"stunted",2
"stx-pos",2
"stx1",2
"stx2",2
"subjective",2
"supplementations",2
"surface",2
"surroundings",2
"surveyed",2
"suspension",2
"sweets",2
"taluk",2
"tank",2
"telephone",2
"temporary",2
"this",2
"tile",2
"tires",2
"tmp",2
"toddler",2
"toothache",2
"tor",2
"transfer",2
"transfusion",2
"transit",2
"trash",2
"traveling",2
"treat",2
"trichomonas",2
"truck",2
"tubers",2
"turgor",2
"ug/l",2
"underweight",2
"unhappy",2
"unit",2
"unrest",2
"up",2
"upper",2
"urban",2
"usd",2
"usual",2
"vaccinated",2
"vaccines",2
"vaporizer",2
"varicella",2
"vendor",2
"venous",2
"verbal",2
"vermicularis",2
"washed",2
"wasted",2
"way",2
"weaning",2
"weather",2
"weighed",2
"while",2
"wood",2
"works",2
"worried",2
"would",2
"yourself",2
"-3",1
"'flaky",1
"&",1
"<=6",1
"<1",1
"<10",1
"<11g/dl",1
"<25",1
"<2500",1
"<5mg/dl",1
"<60m",1
">10",1
">25",1
">6",1
"0",1
"1-2",1
"1-7",1
"100mg/dl",1
"10g/dl",1
"10ug/dl",1
"11/2009",1
"11/2009-02/2014",1
"11g/dl",1
"12hrs",1
"16s",1
"18s",1
"18yrs",1
"1a",1
"1b",1
"1c",1
"1d",1
"200",1
"2a",1
"2b",1
"3-8yrs",1
"37.5c",1
"3a",1
"3b",1
"3c",1
"3yrs",1
"4.5",1
"48hrs",1
"4a",1
"4b",1
"4c",1
"5-69",1
"5.5",1
"5a",1
"5b",1
"5km",1
"5n3",1
"5n6",1
"7-10",1
"731",1
"7a",1
"7g/dl",1
"8-15yrs",1
"8g/dl",1
"9",1
"aaic-neg",1
"aar",1
"aata-neg",1
"ab",1
"aba/cin/ryan",1
"abdomical",1
"abnormality",1
"abnormally",1
"abo",1
"abortion",1
"about",1
"accession",1
"account",1
"ache",1
"acidosis",1
"action",1
"activin",1
"acyclovir",1
"adequate",1
"admitting",1
"adress",1
"advantage",1
"advice",1
"afebrile",1
"affilliation",1
"ag-neg",1
"aggr",1
"aggr-activated",1
"agonist",1
"agree",1
"agriculture",1
"airway",1
"alanine",1
"alatrol",1
"albendazole",1
"alcohol",1
"alkaline",1
"almeria",1
"alone",1
"alpha-linolenic",1
"alpha-thalassemia",1
"altered",1
"alum",1
"always",1
"ambrox",1
"ambulance",1
"americanus",1
"amlexanox",1
"amodiaquine",1
"amoxicillin",1
"anaemic",1
"analgesic",1
"analgesics",1
"angle",1
"animal-drawn",1
"anopheles-pos",1
"another",1
"answer",1
"answered",1
"antacid",1
"anti-malarial",1
"anxious",1
"appliances",1
"appropriate",1
"april",1
"apsol",1
"aquaguard",1
"aquaphen",1
"aquatabs",1
"arabiensis",1
"arachidic",1
"arachidonic",1
"arms",1
"artemether",1
"artemether-lumefantrine",1
"artemisinin-naphthoquine",1
"artesunate/pyrimethamine/sulphadoxine",1
"asbestos",1
"ash",1
"asked",1
"aspartate",1
"asphalt",1
"asphyxia",1
"aspirated",1
"assessed",1
"assistant",1
"assisted",1
"attrition",1
"audible",1
"august",1
"availability",1
"availabilty",1
"away",1
"b6",1
"baby's",1
"bank",1
"barking",1
"barriers",1
"basin",1
"basis",1
"bat",1
"bearing",1
"bedrooms",1
"beds",1
"behenic",1
"belli",1
"belongings",1
"bench",1
"benzoic",1
"best",1
"betapen",1
"betson",1
"bfpa-neg",1
"bicarbonate",1
"bieneusi",1
"bilirubin",1
"binding",1
"biogas",1
"bites",1
"biting",1
"biweekly",1
"black",1
"blair",1
"blamed",1
"blender",1
"block",1
"boiling",1
"books",1
"born",1
